City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,iguape,-24.7081,-47.5553,299.59,75,95,4.04,BR,1712860146
281,wangqing,43.3218,129.7634,278.8,92,3,1.86,CN,1712860301
282,hotan,37.0997,79.9269,290.78,13,1,1.91,CN,1712860301
283,tidjikja,18.5564,-11.4271,309.07,12,0,4.28,MR,1712860302
284,nabire,-3.3667,135.4833,297.13,96,100,0.57,ID,1712860302
285,songyuan,45.1171,124.8568,285.84,69,100,8.32,CN,1712860302
286,luang namtha,20.9497,101.4011,297.2,50,11,0.71,LA,1712860204
287,sandnessjoen,66.0217,12.6316,278.38,70,40,1.03,NO,1712860303
288,itaituba,-4.2761,-55.9836,305.24,66,40,4.12,BR,1712860303
289,labytnangi,66.6572,66.4183,263.36,86,100,8.62,RU,1712860303
290,krabi,8.0726,98.9105,299.26,78,20,0.51,TH,1712860215
291,heroica guaymas,27.9333,-110.9,302.85,29,20,4.12,MX,1712860304
292,farshut,26.0549,32.1633,297.38,26,8,5.36,EG,1712860304
293,punta del este,-34.9667,-54.95,290.91,70,100,2.68,UY,1712860202
294,upata,8.0086,-62.3989,307.2,36,72,4.19,VE,1712860304
295,enewetak,11.3474,162.3373,300.11,79,88,10.35,MH,1712860305
296,marsabit,2.3284,37.9899,295.84,64,29,2.96,KE,1712860239
297,klyuchi,52.2667,79.1667,272.57,84,100,6.51,RU,1712860305
298,mejit,10.2753,170.8646,299.64,76,100,8.46,MH,1712860305
299,gannan,47.9147,123.5031,287.31,49,100,6.11,CN,1712860306
300,extrema,-22.8547,-46.3183,296.72,75,100,2.2,BR,1712860306
301,christchurch,-43.5333,172.6333,284.21,95,75,8.23,NZ,1712860258
302,queenstown,-31.8976,26.8753,279.76,74,0,1.45,ZA,1712860306
303,centralia,46.7162,-122.9543,286.46,72,0,1.54,US,1712860306
304,katsuren-haebaru,26.3369,127.8719,294.16,91,20,1.54,JP,1712860307
305,grand falls-windsor,48.9332,-55.6649,281.34,36,4,4.93,CA,1712860307
306,ta`u,-14.2336,-169.5144,301.99,78,8,3.66,AS,1712860307
307,tomatlan,19.9333,-105.25,306.27,30,15,4.63,MX,1712860308
308,vila franca do campo,37.7167,-25.4333,291.42,99,6,2.16,PT,1712860309
309,stettler,52.3168,-112.7186,284.68,30,100,9.77,CA,1712860309
310,hikari,33.955,131.95,285.7,81,100,1.72,JP,1712860309
311,coquimbo,-29.9533,-71.3436,287.0,94,100,4.12,CL,1712860010
312,gorontalo,0.5412,123.0595,295.69,89,98,1.64,ID,1712860310
313,manggar,-2.8833,108.2667,300.02,85,100,1.18,ID,1712860310
314,howard springs,-12.497,131.047,297.1,84,100,2.03,AU,1712860310
315,la rioja,42.25,-2.5,291.03,77,68,1.47,ES,1712860310
316,afaahiti,-17.75,-149.2833,301.08,85,100,7.76,PF,1712860311
317,noumea,-22.2763,166.4572,298.71,99,100,0.97,NC,1712860210
318,nar'yan-mar,67.6713,53.087,274.88,100,100,7.6,RU,1712860311
319,lauro de freitas,-12.8944,-38.3272,303.16,66,40,5.14,BR,1712860230
320,taltal,-25.4,-70.4833,292.88,74,100,3.24,CL,1712860220
321,gazojak,41.1875,61.4036,292.87,32,100,4.49,TM,1712860312
322,luderitz,-26.6481,15.1594,293.6,56,0,3.91,NA,1712860312
323,modimolle,-24.7,28.4,290.37,65,43,3.27,ZA,1712860312
324,naduvattam,11.4833,76.5667,289.15,69,3,1.7,IN,1712860313
325,nantucket,41.2835,-70.0995,284.23,99,100,3.6,US,1712860225
326,ambalangoda,6.2355,80.0538,300.44,82,100,2.65,LK,1712860313
327,la'ie,21.6477,-157.9253,297.65,83,100,4.92,US,1712860313
328,yorkton,51.2167,-102.4677,280.06,61,75,6.17,CA,1712860314
329,nichinan,31.6,131.3667,290.97,90,100,4.29,JP,1712860314
330,nouadhibou,20.931,-17.0347,296.14,68,0,7.2,MR,1712860314
331,kitahiroshima,42.9758,141.5672,280.16,71,100,4.16,JP,1712860315
332,birao,10.2849,22.7882,303.55,9,14,2.68,CF,1712860315
333,anshun,26.25,105.9333,289.08,92,100,3.21,CN,1712860315
334,pitanga,-24.7572,-51.7614,300.16,49,100,0.39,BR,1712860315
335,leshan,29.5623,103.7639,293.3,76,100,0.74,CN,1712860316
336,palu,-0.8917,119.8707,297.64,98,100,0.41,ID,1712860316
337,beyneu,45.3167,55.2,284.99,59,0,7.61,KZ,1712860316
338,kenai,60.5544,-151.2583,274.2,96,100,4.12,US,1712860316
339,taoudenni,22.6783,-3.9836,305.81,10,0,4.32,ML,1712860317
340,yorosso,12.3536,-4.7761,306.23,32,100,1.84,ML,1712860317
341,evanston,42.0411,-87.6901,290.22,57,100,6.17,US,1712860057
342,kefamenanu,-9.4467,124.4781,293.01,93,99,1.34,ID,1712860317
343,ratnagiri,16.9833,73.3,298.85,73,71,2.82,IN,1712860317
344,juan griego,11.0817,-63.9655,303.63,62,0,7.57,VE,1712860318
345,strezhevoy,60.7333,77.5889,258.69,92,19,1.34,RU,1712860318
346,bontang,0.1333,117.5,300.05,83,83,5.12,ID,1712860318
347,ghatkesar,17.4494,78.6853,302.0,50,95,4.7,IN,1712860318
348,nova vicosa,-17.8919,-39.3719,301.51,69,22,3.93,BR,1712860114
349,twon-brass,4.3151,6.2418,302.35,76,100,7.06,NG,1712860319
350,al bukayriyah,26.1442,43.6593,299.02,26,8,6.32,SA,1712860319
351,gamba,-2.65,10.0,299.95,86,100,2.9,GA,1712860319
352,fort mcmurray,56.7268,-111.381,284.92,40,0,6.17,CA,1712860320
353,villa gesell,-37.2639,-56.973,287.62,58,95,4.43,AR,1712860237
354,greenville,35.6127,-77.3663,294.9,91,100,9.77,US,1712860253
355,palmas,-10.2128,-48.3603,300.08,83,20,2.57,BR,1712860045
356,dryden,49.7833,-92.7503,282.31,66,100,3.09,CA,1712860248
357,senador guiomard,-10.1522,-67.7392,302.01,58,52,2.74,BR,1712860321
358,tralee,52.2704,-9.7026,286.02,95,100,4.05,IE,1712860321
359,buala,-8.145,159.5921,299.94,81,100,2.03,SB,1712860321
360,lively,46.4334,-81.1498,287.66,75,100,4.17,CA,1712860322
361,progreso,21.2833,-89.6667,307.21,77,85,7.22,MX,1712860322
362,srikakulam,18.3,83.9,300.21,74,5,1.87,IN,1712860322
363,geraldton,-28.7667,114.6,294.38,60,1,7.2,AU,1712860230
364,barah,13.7,30.3667,300.6,10,8,5.15,SD,1712860323
365,toba,34.4833,136.85,286.15,72,100,3.03,JP,1712860323
366,charters towers,-20.1,146.2667,289.23,65,0,2.62,AU,1712860323
367,caleta de carquin,-11.0925,-77.6267,297.66,73,100,4.96,PE,1712860323
368,sparti,37.0733,22.4297,285.82,43,39,2.78,GR,1712860324
369,hobyo,5.3505,48.5268,302.29,75,92,3.83,SO,1712860324
370,kuala belait,4.5833,114.1833,298.24,88,67,0.7,BN,1712860324
371,pico truncado,-46.7949,-67.9573,288.45,22,0,4.11,AR,1712860325
372,joal-fadiout,14.1667,-16.8333,298.72,53,0,9.36,SN,1712860325
373,oistins,13.0667,-59.5333,304.2,62,20,8.23,BB,1712860284
374,demak,-6.8909,110.6396,299.13,95,100,3.01,ID,1712860325
375,sanghar,26.0466,68.9481,302.79,33,5,2.72,PK,1712860326
376,maragogi,-9.0122,-35.2225,301.82,75,100,4.49,BR,1712860326
377,nemuro,43.3236,145.575,277.34,96,100,7.14,JP,1712860326
378,ulsteinvik,62.3432,5.8487,283.65,84,100,8.49,NO,1712860326
379,nagqu,31.5,92.0,271.49,49,100,3.97,CN,1712860327
380,manga,11.6636,-1.0731,310.19,22,100,4.23,BF,1712860327
381,katsuura,35.1333,140.3,287.21,87,100,6.32,JP,1712860327
382,yar,58.249,52.1026,281.2,87,13,4.35,RU,1712860327
383,calbuco,-41.768,-73.1273,291.71,52,1,2.27,CL,1712860103
384,fisterra,42.9049,-9.2629,293.57,72,100,2.07,ES,1712860328
385,prado,-17.3411,-39.2208,301.37,70,35,4.24,BR,1712860328
386,karratha,-20.7377,116.8463,300.18,71,29,3.35,AU,1712860289
387,palmer,42.1584,-72.3287,286.4,83,100,2.57,US,1712860297
388,kudahuvadhoo,2.6708,72.8944,302.85,67,35,0.71,MV,1712860330
389,margate,51.3813,1.3862,287.52,82,86,4.02,GB,1712860260
390,mtskheta,41.8451,44.7188,288.2,87,85,1.49,GE,1712860215
391,helena valley southeast,46.6153,-111.9216,287.03,39,69,3.13,US,1712860330
392,east end,34.5507,-92.341,295.36,42,3,2.24,US,1712860330
393,sedhiou,12.7081,-15.5569,311.38,16,87,1.23,SN,1712860331
394,san patricio,28.017,-97.5169,303.1,21,0,5.25,US,1712860331
395,mirny,62.5353,113.9611,246.88,100,99,1.8,RU,1712860331
396,selfoss,63.9331,-20.9971,276.08,98,100,4.77,IS,1712860331
397,bodaybo,57.8506,114.1933,271.49,98,100,1.38,RU,1712860332
398,arteche,12.2645,125.4048,298.26,90,100,1.71,PH,1712860332
399,juan rodriguez clara,17.9833,-95.4083,306.59,22,60,5.99,MX,1712860332
400,la passe,45.5549,-0.8967,291.28,87,99,3.29,FR,1712860332
401,fortaleza,-3.7227,-38.5247,304.86,89,40,3.6,BR,1712860224
402,guantanamo,20.1444,-75.2092,303.91,43,5,7.24,CU,1712860333
403,verkh-chebula,56.0308,87.6218,269.52,75,100,3.16,RU,1712860333
404,manokwari,-0.8667,134.0833,299.65,77,99,2.15,ID,1712860333
405,emerald,-23.5333,148.1667,286.12,62,0,3.75,AU,1712860190
406,kutum,14.2,24.6667,299.54,11,12,3.62,SD,1712860334
407,revelstoke,50.9832,-118.2023,280.16,65,75,0.0,CA,1712860334
408,nefta,33.8731,7.8777,291.29,50,100,4.81,TN,1712860334
409,lompoc,34.6391,-120.4579,300.38,64,0,3.6,US,1712860240
410,bantay,17.5847,120.3892,299.78,79,11,3.41,PH,1712860334
411,cynthiana,38.3904,-84.2941,291.91,87,71,5.68,US,1712860335
412,hegang,47.4,130.3667,280.98,84,0,2.47,CN,1712860335
413,new ulm,44.3125,-94.4605,286.76,64,75,11.32,US,1712860335
414,thunder bay,48.4001,-89.3168,287.14,51,75,5.14,CA,1712860177
415,belyy yar,53.6039,91.3903,271.09,80,20,4.0,RU,1712860336
416,bikenibeu village,1.3673,173.1241,300.13,89,40,1.54,KI,1712860336
417,olinda,-8.0089,-34.8553,304.0,70,40,4.12,BR,1712860040
418,yanam,16.7333,82.2167,298.53,85,46,1.31,IN,1712860337
419,magadan,59.5667,150.8,265.11,92,29,2.22,RU,1712860337
420,kita,13.0349,-9.4895,307.92,25,61,3.09,ML,1712860337
421,chernyshevskiy,63.0128,112.4714,240.76,100,36,1.34,RU,1712860338
422,douentza,14.9951,-2.9517,309.72,12,100,3.03,ML,1712860338
423,luanda,-8.8368,13.2343,301.15,83,20,5.14,AO,1712860338
424,znamenskoye,57.1281,73.8282,267.81,81,51,2.48,RU,1712860339
425,vkhodnoy,54.9518,73.1711,271.09,93,75,3.0,RU,1712860339
426,kragero,58.8693,9.4149,283.05,69,2,6.47,NO,1712860339
427,antofagasta,-23.65,-70.4,294.75,76,100,3.26,CL,1712860203
428,susuman,62.7833,148.1667,253.14,100,99,0.45,RU,1712860340
429,severo-yeniseyskiy,60.3725,93.0408,253.47,99,93,0.45,RU,1712860340
430,el sauzal de rodriguez,31.9,-116.6833,289.49,75,39,2.89,MX,1712860340
431,lyskovo,56.0328,45.0422,284.47,59,1,4.74,RU,1712860340
432,oumache,34.6929,5.6809,290.13,42,99,3.29,DZ,1712860341
433,nova olimpia,-14.7972,-57.2881,301.02,74,100,0.3,BR,1712860341
434,gao,16.6362,1.637,307.98,6,99,3.83,ML,1712860341
435,kayyerkan,69.3786,87.7439,247.2,99,81,2.81,RU,1712860341
436,miles city,46.4083,-105.8406,282.69,31,0,2.57,US,1712860342
437,aleksandrovsk-sakhalinskiy,50.8975,142.1561,276.24,92,86,8.29,RU,1712860342
438,kamina,-8.7386,24.9906,292.85,92,100,0.69,CD,1712860342
439,fort stockton,30.894,-102.8793,298.24,20,0,6.35,US,1712860313
440,el granada,37.5027,-122.4694,301.44,72,20,2.06,US,1712860343
441,urengoy,65.9667,78.3667,250.41,98,100,4.21,RU,1712860343
442,tucurui,-3.7661,-49.6725,302.38,83,68,1.56,BR,1712860343
443,cockburn town,21.4612,-71.1419,298.48,72,5,7.22,TC,1712860197
444,gaspe,48.8334,-64.4819,279.27,70,100,3.6,CA,1712860344
445,udangudi,8.4333,78.0167,302.3,74,100,6.19,IN,1712860344
446,st. john's,47.5649,-52.7093,279.35,70,20,4.12,CA,1712860193
447,oriximina,-1.7656,-55.8661,303.13,78,100,0.7,BR,1712860344
448,gebeit,21.0667,36.3167,294.37,45,10,2.41,SD,1712860345
449,shitanjing,39.2342,106.3439,286.2,29,2,1.99,CN,1712860345
450,oamaru,-45.0784,170.9801,281.14,95,100,8.7,NZ,1712860345
451,altoona,40.5187,-78.3947,292.4,73,100,6.87,US,1712860181
452,at taraf,25.3628,49.725,299.45,39,5,6.67,SA,1712860346
453,gadzhiyevo,69.2551,33.3362,274.76,99,100,10.22,RU,1712860346
454,sisimiut,66.9395,-53.6735,269.34,83,100,1.43,GL,1712860346
455,kirensk,57.7853,108.1119,270.91,95,100,0.89,RU,1712860347
456,ca mau,9.1769,105.15,301.0,73,100,3.68,VN,1712860347
457,korla,41.7597,86.1469,290.22,26,91,1.37,CN,1712860347
458,ponta delgada,37.7333,-25.6667,291.59,82,20,3.09,PT,1712860347
459,banda aceh,5.5577,95.3222,300.43,77,99,2.75,ID,1712860348
460,masjed soleyman,31.9364,49.3039,297.16,32,59,1.17,IR,1712860348
461,ujae,8.9322,165.7642,300.48,77,100,9.46,MH,1712860348
462,hanzhong,33.0728,107.0303,288.6,80,1,0.38,CN,1712860348
463,bayanhongor,46.7167,100.1167,271.46,56,96,1.4,MN,1712860349
464,pacific grove,36.6177,-121.9166,301.03,74,0,3.58,US,1712860349
465,laojunmiao,39.8333,97.7333,282.34,27,7,0.75,CN,1712860349
466,bhinmal,25.0,72.25,302.1,30,91,0.36,IN,1712860349
467,alice springs,-23.7,133.8833,285.49,56,1,0.45,AU,1712860231
468,necochea,-38.5473,-58.7368,287.51,49,38,4.34,AR,1712860272
469,labasa,-16.4167,179.3833,297.99,91,22,1.68,FJ,1712860350
470,beloyarskiy,63.7119,66.6722,268.15,74,100,4.02,RU,1712860350
471,basotu,-4.3667,35.0833,289.75,95,59,1.82,TZ,1712860351
472,crane,31.3974,-102.3501,297.42,17,0,4.51,US,1712860351
473,urucara,-2.5364,-57.76,301.1,88,100,0.81,BR,1712860351
474,bubaque,11.2833,-15.8333,297.3,73,0,9.3,GW,1712860351
475,bandon,51.7469,-8.7425,284.92,96,100,7.8,IE,1712860352
476,bel ombre,-4.6167,55.4167,298.06,94,40,1.54,SC,1712860352
477,suva,-18.1416,178.4415,297.86,100,75,1.03,FJ,1712860352
478,villa bruzual,9.3328,-69.1208,312.52,23,8,1.55,VE,1712860352
479,saudarkrokur,65.7461,-19.6394,274.8,97,99,2.42,IS,1712860353
480,igarka,67.4667,86.5833,244.83,100,53,2.24,RU,1712860353
481,la ronge,55.1001,-105.2842,277.27,70,100,3.09,CA,1712860353
482,uray,60.1247,64.7758,273.64,65,100,2.24,RU,1712860340
483,jingdezhen,29.2947,117.2079,291.42,98,100,1.07,CN,1712860354
484,turaif,31.6725,38.6637,292.29,32,40,2.06,SA,1712860354
485,coahuayana de hidalgo,18.7,-103.6583,304.24,43,1,3.92,MX,1712860354
486,urangan,-25.3,152.9,291.04,89,11,3.13,AU,1712860354
487,macapa,0.0389,-51.0664,304.14,74,75,3.6,BR,1712860355
488,raduzhny,62.0961,77.475,252.46,96,93,2.64,RU,1712860355
489,iquique,-20.2208,-70.1431,296.17,82,44,2.79,CL,1712860313
490,kone,-21.0595,164.8658,295.68,89,100,1.28,NC,1712860355
491,ayorou,14.7308,0.9174,309.32,19,100,6.03,NE,1712860356
492,dover,39.1582,-75.5244,296.04,79,40,4.63,US,1712860121
493,minas de marcona,-15.2119,-75.1103,296.81,53,3,5.64,PE,1712860356
494,blacksburg,37.2296,-80.4139,290.77,76,100,3.6,US,1712860297
495,portland,45.5234,-122.6762,288.75,65,0,1.54,US,1712860081
496,rongelap,11.1635,166.8941,299.96,78,100,9.15,MH,1712860357
497,molteno,-31.3968,26.3625,279.06,64,0,2.91,ZA,1712860357
498,sao vicente,-23.9631,-46.3919,301.25,70,100,1.03,BR,1712860302
499,sinan,34.8262,126.1086,285.21,94,100,3.67,KR,1712860357
500,nova sintra,14.8667,-24.7167,295.99,73,3,6.76,CV,1712860358
501,benguela,-12.5763,13.4055,298.89,85,99,2.73,AO,1712860358
502,panama city beach,30.1766,-85.8055,295.4,75,75,10.8,US,1712860279
503,lorengau,-2.0226,147.2712,299.45,86,100,0.81,PG,1712860358
504,cuito,-12.3833,16.9333,290.68,95,100,1.3,AO,1712860359
505,tamanrasset,22.785,5.5228,303.1,8,0,5.66,DZ,1712860359
506,tuyen quang,21.8233,105.2181,297.75,94,100,0.8,VN,1712860359
507,umm kaddadah,13.6017,26.6876,300.64,11,7,5.46,SD,1712860359
508,laguna,38.421,-121.4238,299.36,56,0,1.54,US,1712860260
509,tres lagoas,-20.7511,-51.6783,302.66,62,100,0.81,BR,1712860360
510,wukari,7.85,9.7833,307.34,27,100,2.18,NG,1712860360
511,muang phonsavan,19.45,103.2167,291.29,87,1,0.76,LA,1712860360
512,ostersund,63.1792,14.6357,276.82,93,100,3.09,SE,1712860361
513,sao felix do xingu,-6.6447,-51.995,303.06,73,82,1.07,BR,1712860361
514,kupang,-10.1667,123.5833,299.47,94,83,2.57,ID,1712860361
515,paita,-5.0892,-81.1144,298.96,69,77,5.81,PE,1712860361
516,baukau,51.5526,7.2042,288.51,78,100,2.5,DE,1712860361
517,cidreira,-30.1811,-50.2056,293.15,87,100,8.27,BR,1712860362
518,georgiyevka,43.0369,74.7114,285.17,82,40,4.0,KZ,1712860362
519,abalak,58.1286,68.5944,270.57,75,96,4.84,RU,1712860362
520,grande prairie,55.1667,-118.8027,283.25,32,75,4.63,CA,1712860335
521,talodi,10.6325,30.3797,306.13,10,6,2.98,SD,1712860363
522,nikolayevsk-on-amure,53.1406,140.73,273.27,96,98,1.79,RU,1712860363
523,huron,41.1501,-82.5499,290.84,95,100,7.51,US,1712860363
524,wanxian,30.8039,108.3897,288.56,94,97,0.97,CN,1712860363
525,kargopol',61.5071,38.9456,277.76,79,39,5.97,RU,1712860363
526,lambarene,-0.7001,10.2406,299.33,87,100,2.64,GA,1712860364
527,pimentel,-6.8367,-79.9342,301.31,57,0,9.77,PE,1712860364
528,northam,51.0333,-4.2167,287.81,96,90,6.17,GB,1712860364
529,aiken,33.5835,-81.5998,299.48,77,75,9.26,US,1712860097
530,vansada,20.75,73.3667,301.51,48,100,2.67,IN,1712860365
531,chania,35.5122,24.0156,289.93,82,0,2.06,GR,1712860365
532,yeniseysk,58.4497,92.1703,263.68,83,100,3.13,RU,1712860365
533,lospalos,-8.5186,127.0025,293.67,90,17,0.61,TL,1712860365
534,tari,12.4086,4.4914,309.47,7,100,3.27,NG,1712860365
535,asaita,11.5636,41.4394,308.24,30,38,3.69,ET,1712860366
536,nelson bay,-32.7167,152.15,291.48,92,96,4.02,AU,1712860366
537,kozlovka,55.8428,48.2492,288.45,71,100,6.66,RU,1712860337
538,rajakhera,26.8961,78.1714,302.62,20,99,3.18,IN,1712860366
539,lyndon,38.2567,-85.6016,291.72,88,100,5.14,US,1712860299
540,abong mbang,3.9833,13.1833,295.44,96,100,1.62,CM,1712860367
541,shimo-furano,43.35,142.3833,281.37,71,100,2.23,JP,1712860367
542,nago,26.5881,127.9761,293.62,83,100,0.66,JP,1712860367
543,cottage grove,44.8277,-92.9438,289.6,48,40,7.2,US,1712860368
544,puerto carreno,6.189,-67.4859,310.14,39,48,4.12,CO,1712860157
545,tateyama,34.9833,139.8667,287.65,84,100,5.17,JP,1712860368
546,minab,27.1467,57.0801,301.03,51,67,0.91,IR,1712860369
547,ambon,-3.6954,128.1814,301.41,95,40,1.54,ID,1712860369
548,brady,31.1352,-99.3351,300.67,21,0,5.66,US,1712860369
549,ghazni,33.5536,68.4269,285.98,45,99,2.79,AF,1712860369
550,manicore,-5.8092,-61.3003,301.35,90,100,1.45,BR,1712860370
551,selibaby,15.159,-12.1829,312.92,14,60,3.87,MR,1712860370
552,grinnell,41.743,-92.7224,288.61,60,38,4.02,US,1712860370
553,almirante,9.3,-82.4,300.87,76,96,2.77,PA,1712860370
554,axim,4.8699,-2.2405,300.11,81,100,2.01,GH,1712860371
555,meadow lake,34.8014,-106.5436,293.06,19,0,3.57,US,1712860371
556,mae ramat,16.984,98.5166,297.26,83,10,1.07,TH,1712860371
557,borkum,53.5809,6.6915,287.56,93,98,5.35,DE,1712860371
558,alto barinas,8.5931,-70.2261,311.11,24,8,4.18,VE,1712860324
559,mahibadhoo,3.7833,72.9667,302.56,71,81,1.72,MV,1712860372
560,kampong cham,11.9934,105.4635,301.62,65,100,3.58,KH,1712860372
561,calvinia,-31.4707,19.776,289.01,30,0,6.18,ZA,1712860372
